season,id,name,description,home_team,away_team,1st_inning_score,2nd_inning_score,result
2022,1304057,Chennai Super Kings v Punjab Kings,"11th Match (N), Indian Premier League at Mumbai, Apr 3 2022",CSK,PBKS,180/8,126,Punjab Kings won by 54 runs
2022,1304058,Sunrisers Hyderabad v Lucknow Super Giants,"12th Match (N), Indian Premier League at Navi Mumbai, Apr 4 2022",SRH,LSG,169/7,157/9,Super Giants won by 12 runs
2022,1304059,Rajasthan Royals v Royal Challengers Bangalore,"13th Match (N), Indian Premier League at Mumbai, Apr 5 2022",RR,RCB,169/3,173/6,RCB won by 4 wkts (5b rem)
2022,1304060,Kolkata Knight Riders v Mumbai Indians,"14th Match (N), Indian Premier League at Pune, Apr 6 2022",KKR,MI,161/4,162/5,KKR won by 5 wkts (24b rem)
2022,1304061,Lucknow Super Giants v Delhi Capitals,"15th Match (N), Indian Premier League at Navi Mumbai, Apr 7 2022",LSG,DC,149/3,155/4,Super Giants won by 6 wkts (2b rem)
2022,1304062,Punjab Kings v Gujarat Titans,"16th Match (N), Indian Premier League at Mumbai, Apr 8 2022",PBKS,GT,189/9,190/4,Titans won by 6 wkts (0b rem)
2022,1304063,Chennai Super Kings v Sunrisers Hyderabad,"17th Match (D/N), Indian Premier League at Navi Mumbai, Apr 9 2022",CSK,SRH,154/7,155/2,Sunrisers won by 8 wkts (14b rem)
2022,1304064,Royal Challengers Bangalore v Mumbai Indians,"18th Match (N), Indian Premier League at Pune, Apr 9 2022",RCB,MI,151/6,152/3,RCB won by 7 wkts (9b rem)
2022,1304065,Kolkata Knight Riders v Delhi Capitals,"19th Match (D/N), Indian Premier League at Mumbai, Apr 10 2022",KKR,DC,215/5,171,Capitals won by 44 runs
2022,1304066,Rajasthan Royals v Lucknow Super Giants,"20th Match (N), Indian Premier League at Mumbai, Apr 10 2022",RR,LSG,165/6,162/8,Royals won by 3 runs
2022,1304067,Sunrisers Hyderabad v Gujarat Titans,"21st Match (N), Indian Premier League at Navi Mumbai, Apr 11 2022",SRH,GT,162/7,168/2,Sunrisers won by 8 wkts (5b rem)
2022,1304068,Chennai Super Kings v Royal Challengers Bangalore,"22nd Match (N), Indian Premier League at Navi Mumbai, Apr 12 2022",CSK,RCB,216/4,193/9,Super Kings won by 23 runs
2022,1304069,Mumbai Indians v Punjab Kings,"23rd Match (N), Indian Premier League at Pune, Apr 13 2022",MI,PBKS,198/5,186/9,Punjab Kings won by 12 runs
2022,1304070,Rajasthan Royals v Gujarat Titans,"24th Match (N), Indian Premier League at Navi Mumbai, Apr 14 2022",RR,GT,192/4,155/9,Titans won by 37 runs
2022,1304071,Sunrisers Hyderabad v Kolkata Knight Riders,"25th Match (N), Indian Premier League at Mumbai, Apr 15 2022",SRH,KKR,175/8,176/3,Sunrisers won by 7 wkts (13b rem)
2022,1304072,Mumbai Indians v Lucknow Super Giants,"26th Match (D/N), Indian Premier League at Mumbai, Apr 16 2022",MI,LSG,199/4,181/9,Super Giants won by 18 runs
2022,1304073,Delhi Capitals v Royal Challengers Bangalore,"27th Match (N), Indian Premier League at Mumbai, Apr 16 2022",DC,RCB,189/5,173/7,RCB won by 16 runs
2022,1304074,Punjab Kings v Sunrisers Hyderabad,"28th Match (D/N), Indian Premier League at Navi Mumbai, Apr 17 2022",PBKS,SRH,151,152/3,Sunrisers won by 7 wkts (7b rem)
2022,1304075,Gujarat Titans v Chennai Super Kings,"29th Match (N), Indian Premier League at Pune, Apr 17 2022",GT,CSK,169/5,170/7,Titans won by 3 wkts (1b rem)
2022,1304076,Rajasthan Royals v Kolkata Knight Riders,"30th Match (N), Indian Premier League at Mumbai, Apr 18 2022",RR,KKR,217/5,210,Royals won by 7 runs
2022,1304077,Lucknow Super Giants v Royal Challengers Bangalore,"31st Match (N), Indian Premier League at Navi Mumbai, Apr 19 2022",LSG,RCB,181/6,163/8,RCB won by 18 runs
2022,1304078,Delhi Capitals v Punjab Kings,"32nd Match (N), Indian Premier League at Mumbai, Apr 20 2022",DC,PBKS,115,119/1,Capitals won by 9 wkts (57b rem)
2022,1304079,Mumbai Indians v Chennai Super Kings,"33rd Match (N), Indian Premier League at Navi Mumbai, Apr 21 2022",MI,CSK,155/7,156/7,Super Kings won by 3 wkts (0b rem)
2022,1304080,Delhi Capitals v Rajasthan Royals,"34th Match (N), Indian Premier League at Mumbai, Apr 22 2022",DC,RR,222/2,207/8,Royals won by 15 runs
2022,1304081,Kolkata Knight Riders v Gujarat Titans,"35th Match (D/N), Indian Premier League at Navi Mumbai, Apr 23 2022",KKR,GT,156/9,148/8,Titans won by 8 runs
2022,1304082,Royal Challengers Bangalore v Sunrisers Hyderabad,"36th Match (N), Indian Premier League at Mumbai, Apr 23 2022",RCB,SRH,68,72/1,Sunrisers won by 9 wkts (72b rem)
2022,1304083,Lucknow Super Giants v Mumbai Indians,"37th Match (N), Indian Premier League at Mumbai, Apr 24 2022",LSG,MI,168/6,132/8,Super Giants won by 36 runs
2022,1304084,Punjab Kings v Chennai Super Kings,"38th Match (N), Indian Premier League at Mumbai, Apr 25 2022",PBKS,CSK,187/4,176/6,Punjab Kings won by 11 runs
2022,1304085,Royal Challengers Bangalore v Rajasthan Royals,"39th Match (N), Indian Premier League at Pune, Apr 26 2022",RCB,RR,144/8,115,Royals won by 29 runs
2022,1304086,Gujarat Titans v Sunrisers Hyderabad,"40th Match (N), Indian Premier League at Mumbai, Apr 27 2022",GT,SRH,195/6,199/5,Titans won by 5 wkts (0b rem)
2022,1304087,Delhi Capitals v Kolkata Knight Riders,"41st Match (N), Indian Premier League at Mumbai, Apr 28 2022",DC,KKR,146/9,150/6,Capitals won by 4 wkts (6b rem)
2022,1304088,Punjab Kings v Lucknow Super Giants,"42nd Match (N), Indian Premier League at Pune, Apr 29 2022",PBKS,LSG,153/8,133/8,Super Giants won by 20 runs
2022,1304089,Gujarat Titans v Royal Challengers Bangalore,"43rd Match (D/N), Indian Premier League at Mumbai, Apr 30 2022",GT,RCB,170/6,174/4,Titans won by 6 wkts (3b rem)
2022,1304090,Rajasthan Royals v Mumbai Indians,"44th Match (N), Indian Premier League at Navi Mumbai, Apr 30 2022",RR,MI,158/6,161/5,Mumbai won by 5 wkts (4b rem)
2022,1304091,Delhi Capitals v Lucknow Super Giants,"45th Match (D/N), Indian Premier League at Mumbai, May 1 2022",DC,LSG,195/3,189/7,Super Giants won by 6 runs
2022,1304092,Sunrisers Hyderabad v Chennai Super Kings,"46th Match (N), Indian Premier League at Pune, May 1 2022",SRH,CSK,202/2,189/6,Super Kings won by 13 runs
2022,1304093,Kolkata Knight Riders v Rajasthan Royals,"47th Match (N), Indian Premier League at Mumbai, May 2 2022",KKR,RR,152/5,158/3,KKR won by 7 wkts (5b rem)
2022,1304094,Gujarat Titans v Punjab Kings,"48th Match (N), Indian Premier League at Navi Mumbai, May 3 2022",GT,PBKS,143/8,145/2,Punjab Kings won by 8 wkts (24b rem)
2022,1304095,Royal Challengers Bangalore v Chennai Super Kings,"49th Match (N), Indian Premier League at Pune, May 4 2022",RCB,CSK,173/8,160/8,RCB won by 13 runs
2022,1304096,Delhi Capitals v Sunrisers Hyderabad,"50th Match (N), Indian Premier League at Mumbai, May 5 2022",DC,SRH,207/3,186/8,Capitals won by 21 runs
2022,1304097,Gujarat Titans v Mumbai Indians,"51st Match (N), Indian Premier League at Mumbai, May 6 2022",GT,MI,177/6,172/5,Mumbai won by 5 runs
2022,1304098,Punjab Kings v Rajasthan Royals,"52nd Match (D/N), Indian Premier League at Mumbai, May 7 2022",PBKS,RR,189/5,190/4,Royals won by 6 wkts (2b rem)
2022,1304099,Lucknow Super Giants v Kolkata Knight Riders,"53rd Match (N), Indian Premier League at Pune, May 7 2022",LSG,KKR,176/7,101,Super Giants won by 75 runs
2022,1304100,Sunrisers Hyderabad v Royal Challengers Bangalore,"54th Match (D/N), Indian Premier League at Mumbai, May 8 2022",SRH,RCB,192/3,125,RCB won by 67 runs
2022,1304101,Chennai Super Kings v Delhi Capitals,"55th Match (N), Indian Premier League at Navi Mumbai, May 8 2022",CSK,DC,208/6,117,Super Kings won by 91 runs
2022,1304102,Mumbai Indians v Kolkata Knight Riders,"56th Match (N), Indian Premier League at Navi Mumbai, May 9 2022",MI,KKR,165/9,113,KKR won by 52 runs
2022,1304103,Lucknow Super Giants v Gujarat Titans,"57th Match (N), Indian Premier League at Pune, May 10 2022",LSG,GT,144/4,82,Titans won by 62 runs
2022,1304104,Rajasthan Royals v Delhi Capitals,"58th Match (N), Indian Premier League at Navi Mumbai, May 11 2022",RR,DC,160/6,161/2,Capitals won by 8 wkts (11b rem)
2022,1304105,Chennai Super Kings v Mumbai Indians,"59th Match (N), Indian Premier League at Mumbai, May 12 2022",CSK,MI,97,103/5,Mumbai won by 5 wkts (31b rem)
2022,1304106,Royal Challengers Bangalore v Punjab Kings,"60th Match (N), Indian Premier League at Mumbai, May 13 2022",RCB,PBKS,209/9,155/9,Punjab Kings won by 54 runs
2022,1304107,Kolkata Knight Riders v Sunrisers Hyderabad,"61st Match (N), Indian Premier League at Pune, May 14 2022",KKR,SRH,177/6,123/8,KKR won by 54 runs
2022,1304108,Chennai Super Kings v Gujarat Titans,"62nd Match (D/N), Indian Premier League at Mumbai, May 15 2022",CSK,GT,133/5,137/3,Titans won by 7 wkts (5b rem)
2022,1304109,Lucknow Super Giants v Rajasthan Royals,"63rd Match (N), Indian Premier League at Mumbai, May 15 2022",LSG,RR,178/6,154/8,Royals won by 24 runs
2022,1304110,Punjab Kings v Delhi Capitals,"64th Match (N), Indian Premier League at Navi Mumbai, May 16 2022",PBKS,DC,159/7,142/9,Capitals won by 17 runs
2022,1304111,Mumbai Indians v Sunrisers Hyderabad,"65th Match (N), Indian Premier League at Mumbai, May 17 2022",MI,SRH,193/6,190/7,Sunrisers won by 3 runs
2022,1304112,Kolkata Knight Riders v Lucknow Super Giants,"66th Match (N), Indian Premier League at Navi Mumbai, May 18 2022",KKR,LSG,210/0,208/8,Super Giants won by 2 runs
2022,1304113,Royal Challengers Bangalore v Gujarat Titans,"67th Match (N), Indian Premier League at Mumbai, May 19 2022",RCB,GT,168/5,170/2,RCB won by 8 wkts (8b rem)
2022,1304114,Rajasthan Royals v Chennai Super Kings,"68th Match (N), Indian Premier League at Mumbai, May 20 2022",RR,CSK,150/6,151/5,Royals won by 5 wkts (2b rem)
2022,1304115,Mumbai Indians v Delhi Capitals,"69th Match (N), Indian Premier League at Mumbai, May 21 2022",MI,DC,159/7,160/5,Mumbai won by 5 wkts (5b rem)
2022,1304116,Sunrisers Hyderabad v Punjab Kings,"70th Match (N), Indian Premier League at Mumbai, May 22 2022",SRH,PBKS,157/8,160/5,Punjab Kings won by 5 wkts (29b rem)
2022,1312197,Gujarat Titans v Rajasthan Royals,"Qualifier 1 (N), Indian Premier League at Kolkata, May 24 2022",GT,RR,188/6,191/3,Titans won by 7 wkts (3b rem)
2022,1312198,Lucknow Super Giants v Royal Challengers Bangalore,"Eliminator (N), Indian Premier League at Kolkata, May 25 2022",LSG,RCB,207/4,193/6,RCB won by 14 runs
2022,1312199,Rajasthan Royals v Royal Challengers Bangalore,"Qualifier 2 (N), Indian Premier League at Ahmedabad, May 27 2022",RR,RCB,157/8,161/3,Royals won by 7 wkts (11b rem)
2022,1312200,Gujarat Titans v Rajasthan Royals,"Final (N), Indian Premier League at Ahmedabad, May 29 2022",GT,RR,130/9,133/3,Titans won by 7 wkts (11b rem)
2021,1254117,Chennai Super Kings v Kolkata Knight Riders,"Final (N), Indian Premier League at Dubai, Oct 15 2021",CSK,KKR,192/3,165/9,Super Kings won by 27 runs
2021,1254116,Delhi Capitals v Kolkata Knight Riders,"Qualifier 2 (N), Indian Premier League at Sharjah, Oct 13 2021",DC,KKR,135/5,136/7,KKR won by 3 wkts (1b rem)
2021,1254115,Royal Challengers Bangalore v Kolkata Knight Riders,"Eliminator (N), Indian Premier League at Sharjah, Oct 11 2021",RCB,KKR,138/7,139/6,KKR won by 4 wkts (2b rem)
2021,1254114,Delhi Capitals v Chennai Super Kings,"Qualifier 1 (N), Indian Premier League at Dubai, Oct 10 2021",DC,CSK,172/5,173/6,Super Kings won by 4 wkts (2b rem)
2021,1254101,Royal Challengers Bangalore v Delhi Capitals,"56th Match (N), Indian Premier League at Dubai, Oct 8 2021",RCB,DC,164/5,166/3,RCB won by 7 wkts (0b rem)
2021,1254088,Sunrisers Hyderabad v Mumbai Indians,"55th Match (N), Indian Premier League at Abu Dhabi, Oct 8 2021",SRH,MI,235/9,193/8,Mumbai won by 42 runs
2021,1254106,Kolkata Knight Riders v Rajasthan Royals,"54th Match (N), Indian Premier League at Sharjah, Oct 7 2021",KKR,RR,171/4,85,KKR won by 86 runs
2021,1254094,Chennai Super Kings v Punjab Kings,"53rd Match, Indian Premier League at Dubai, Oct 7 2021",CSK,PBKS,134/6,139/4,Punjab Kings won by 6 wkts (42b rem)
2021,1254095,Royal Challengers Bangalore v Sunrisers Hyderabad,"52nd Match (N), Indian Premier League at Abu Dhabi, Oct 6 2021",RCB,SRH,141/7,137/6,Sunrisers won by 4 runs
2021,1254093,Rajasthan Royals v Mumbai Indians,"51st Match (N), Indian Premier League at Sharjah, Oct 5 2021",RR,MI,90/9,94/2,Mumbai won by 8 wkts (70b rem)
2021,1254110,Delhi Capitals v Chennai Super Kings,"50th Match (N), Indian Premier League at Dubai, Oct 4 2021",DC,CSK,136/5,139/7,Capitals won by 3 wkts (2b rem)
2021,1254109,Kolkata Knight Riders v Sunrisers Hyderabad,"49th Match (N), Indian Premier League at Dubai, Oct 3 2021",KKR,SRH,115/8,119/4,KKR won by 6 wkts (2b rem)
2021,1254090,Royal Challengers Bangalore v Punjab Kings,"48th Match, Indian Premier League at Sharjah, Oct 3 2021",RCB,PBKS,164/7,158/6,RCB won by 6 runs
2021,1254089,Rajasthan Royals v Chennai Super Kings,"47th Match (N), Indian Premier League at Abu Dhabi, Oct 2 2021",RR,CSK,189/4,190/3,Royals won by 7 wkts (15b rem)
2021,1254112,Mumbai Indians v Delhi Capitals,"46th Match, Indian Premier League at Sharjah, Oct 2 2021",MI,DC,129/8,132/6,Capitals won by 4 wkts (5b rem)
2021,1254102,Kolkata Knight Riders v Punjab Kings,"45th Match (N), Indian Premier League at Dubai, Oct 1 2021",KKR,PBKS,165/7,168/5,Punjab Kings won by 5 wkts (3b rem)
2021,1254091,Sunrisers Hyderabad v Chennai Super Kings,"44th Match (N), Indian Premier League at Sharjah, Sep 30 2021",SRH,CSK,134/7,139/4,Super Kings won by 6 wkts (2b rem)
2021,1254103,Rajasthan Royals v Royal Challengers Bangalore,"43rd Match (N), Indian Premier League at Dubai, Sep 29 2021",RR,RCB,149/9,153/3,RCB won by 7 wkts (17b rem)
2021,1254099,Mumbai Indians v Punjab Kings,"42nd Match (N), Indian Premier League at Abu Dhabi, Sep 28 2021",MI,PBKS,135/6,137/4,Mumbai won by 6 wkts (6b rem)
2021,1254092,Kolkata Knight Riders v Delhi Capitals,"41st Match, Indian Premier League at Sharjah, Sep 28 2021",KKR,DC,127/9,130/7,KKR won by 3 wkts (10b rem)
2021,1254100,Sunrisers Hyderabad v Rajasthan Royals,"40th Match (N), Indian Premier League at Dubai, Sep 27 2021",SRH,RR,164/5,167/3,Sunrisers won by 7 wkts (9b rem)
2021,1254108,Royal Challengers Bangalore v Mumbai Indians,"39th Match (N), Indian Premier League at Dubai, Sep 26 2021",RCB,MI,165/6,111,RCB won by 54 runs
2021,1254098,Chennai Super Kings v Kolkata Knight Riders,"38th Match, Indian Premier League at Abu Dhabi, Sep 26 2021",CSK,KKR,171/6,172/8,Super Kings won by 2 wkts (0b rem)
2021,1254107,Sunrisers Hyderabad v Punjab Kings,"37th Match (N), Indian Premier League at Sharjah, Sep 25 2021",SRH,PBKS,125/7,120/7,Punjab Kings won by 5 runs
2021,1254097,Delhi Capitals v Rajasthan Royals,"36th Match, Indian Premier League at Abu Dhabi, Sep 25 2021",DC,RR,154/6,121/6,Capitals won by 33 runs
2021,1254113,Royal Challengers Bangalore v Chennai Super Kings,"35th Match (N), Indian Premier League at Sharjah, Sep 24 2021",RCB,CSK,156/6,157/4,Super Kings won by 6 wkts (11b rem)
2021,1254096,Mumbai Indians v Kolkata Knight Riders,"34th Match (N), Indian Premier League at Abu Dhabi, Sep 23 2021",MI,KKR,155/6,159/3,KKR won by 7 wkts (29b rem)
2021,1254105,Delhi Capitals v Sunrisers Hyderabad,"33rd Match (N), Indian Premier League at Dubai, Sep 22 2021",DC,SRH,134/9,139/2,Capitals won by 8 wkts (13b rem)
2021,1254111,Punjab Kings v Rajasthan Royals,"32nd Match (N), Indian Premier League at Dubai, Sep 21 2021",PBKS,RR,185,183/4,Royals won by 2 runs
2021,1254087,Kolkata Knight Riders v Royal Challengers Bangalore,"31st Match (N), Indian Premier League at Abu Dhabi, Sep 20 2021",KKR,RCB,92,94/1,KKR won by 9 wkts (60b rem)
2021,1254104,Chennai Super Kings v Mumbai Indians,"30th Match (N), Indian Premier League at Dubai, Sep 19 2021",CSK,MI,156/6,136/8,Super Kings won by 20 runs
2021,1254086,Punjab Kings v Delhi Capitals,"29th Match (N), Indian Premier League at Ahmedabad, May 2 2021",PBKS,DC,166/6,167/3,Capitals won by 7 wkts (14b rem)
2021,1254085,Rajasthan Royals v Sunrisers Hyderabad,"28th Match (D/N), Indian Premier League at Delhi, May 2 2021",RR,SRH,220/3,165/8,Royals won by 55 runs
2021,1254084,Mumbai Indians v Chennai Super Kings,"27th Match (N), Indian Premier League at Delhi, May 1 2021",MI,CSK,218/4,219/6,Mumbai won by 4 wkts (0b rem)
2021,1254083,Punjab Kings v Royal Challengers Bangalore,"26th Match (N), Indian Premier League at Ahmedabad, Apr 30 2021",PBKS,RCB,179/5,145/8,Punjab Kings won by 34 runs
2021,1254082,Delhi Capitals v Kolkata Knight Riders,"25th Match (N), Indian Premier League at Ahmedabad, Apr 29 2021",DC,KKR,154/6,156/3,Capitals won by 7 wkts (21b rem)
2021,1254081,Mumbai Indians v Rajasthan Royals,"24th Match (D/N), Indian Premier League at Delhi, Apr 29 2021",MI,RR,171/4,172/3,Mumbai won by 7 wkts (9b rem)
2021,1254080,Chennai Super Kings v Sunrisers Hyderabad,"23rd Match (N), Indian Premier League at Delhi, Apr 28 2021",CSK,SRH,171/3,173/3,Super Kings won by 7 wkts (9b rem)
2021,1254079,Delhi Capitals v Royal Challengers Bangalore,"22nd Match (N), Indian Premier League at Ahmedabad, Apr 27 2021",DC,RCB,171/5,170/4,RCB won by 1 run
2021,1254078,Punjab Kings v Kolkata Knight Riders,"21st Match (N), Indian Premier League at Ahmedabad, Apr 26 2021",PBKS,KKR,123/9,126/5,KKR won by 5 wkts (20b rem)
2021,1254077,Sunrisers Hyderabad v Delhi Capitals,"20th Match (N), Indian Premier League at Chennai, Apr 25 2021",SRH,DC,159/4,159/7,Match tied (Capitals won the one-over eliminator)
2021,1254076,Chennai Super Kings v Royal Challengers Bangalore,"19th Match (D/N), Indian Premier League at Mumbai, Apr 25 2021",CSK,RCB,191/4,122/9,Super Kings won by 69 runs
2021,1254075,Rajasthan Royals v Kolkata Knight Riders,"18th Match (N), Indian Premier League at Mumbai, Apr 24 2021",RR,KKR,133/9,134/4,Royals won by 6 wkts (7b rem)
2021,1254074,Punjab Kings v Mumbai Indians,"17th Match (N), Indian Premier League at Chennai, Apr 23 2021",PBKS,MI,131/6,132/1,Punjab Kings won by 9 wkts (14b rem)
2021,1254073,Royal Challengers Bangalore v Rajasthan Royals,"16th Match (N), Indian Premier League at Mumbai, Apr 22 2021",RCB,RR,177/9,181/0,RCB won by 10 wkts (21b rem)
2021,1254072,Kolkata Knight Riders v Chennai Super Kings,"15th Match (N), Indian Premier League at Mumbai, Apr 21 2021",KKR,CSK,220/3,202,Super Kings won by 18 runs
2021,1254071,Punjab Kings v Sunrisers Hyderabad,"14th Match (D/N), Indian Premier League at Chennai, Apr 21 2021",PBKS,SRH,120,121/1,Sunrisers won by 9 wkts (8b rem)
2021,1254070,Delhi Capitals v Mumbai Indians,"13th Match (N), Indian Premier League at Chennai, Apr 20 2021",DC,MI,137/9,138/4,Capitals won by 6 wkts (5b rem)
2021,1254069,Chennai Super Kings v Rajasthan Royals,"12th Match (N), Indian Premier League at Mumbai, Apr 19 2021",CSK,RR,188/9,143/9,Super Kings won by 45 runs
2021,1254068,Delhi Capitals v Punjab Kings,"11th Match (N), Indian Premier League at Mumbai, Apr 18 2021",DC,PBKS,195/4,198/4,Capitals won by 6 wkts (10b rem)
2021,1254067,Royal Challengers Bangalore v Kolkata Knight Riders,"10th Match (D/N), Indian Premier League at Chennai, Apr 18 2021",RCB,KKR,204/4,166/8,RCB won by 38 runs
2021,1254066,Mumbai Indians v Sunrisers Hyderabad,"9th Match (N), Indian Premier League at Chennai, Apr 17 2021",MI,SRH,150/5,137,Mumbai won by 13 runs
2021,1254065,Punjab Kings v Chennai Super Kings,"8th Match (N), Indian Premier League at Mumbai, Apr 16 2021",PBKS,CSK,106/8,107/4,Super Kings won by 6 wkts (26b rem)
2021,1254064,Rajasthan Royals v Delhi Capitals,"7th Match (N), Indian Premier League at Mumbai, Apr 15 2021",RR,DC,147/8,150/7,Royals won by 3 wkts (2b rem)
